method,step,weight_local_A,weight_local_B,weight_local_C,meta_grad_local_A,meta_grad_local_B,meta_grad_local_C,val_meta_loss,val_loss_local_A,val_loss_local_B,val_loss_local_C
dadgp,1,0.3355481028556824,0.32890382409095764,0.3355481028556824,-0.002517251530662179,0.007985257543623447,-0.0054680053144693375,11.180980682373047,10.750231742858887,12.496213912963867,10.296496391296387
dadgp,2,0.33853060007095337,0.3257983922958374,0.33567097783088684,-0.008158518001437187,0.0038038711063563824,0.00435533607378602,9.836033821105957,9.55916690826416,11.081477165222168,8.867457389831543
dadgp,3,0.3395189046859741,0.32551100850105286,0.3349701166152954,0.004989711567759514,-0.008091926574707031,0.0031021663453429937,9.534103393554688,9.238242149353027,10.779318809509277,8.584749221801758
dadgp,4,0.33892807364463806,0.32612180709838867,0.33495014905929565,0.007897958159446716,-0.005742475390434265,-0.002155496273189783,9.014939308166504,8.8342924118042,10.231759071350098,7.978765964508057
dadgp,5,0.3380681872367859,0.32726356387138367,0.33466821908950806,0.0031517294701188803,-0.004627423360943794,0.001475701341405511,8.687393188476562,8.45598316192627,9.817153930664062,7.789041996002197
dadgp,6,0.337344229221344,0.3272097408771515,0.33544597029685974,-0.001091336365789175,0.007481925655156374,-0.006390595342963934,8.384942054748535,8.206235885620117,9.487174987792969,7.461413860321045
dadgp,7,0.33611229062080383,0.32722342014312744,0.3366643488407135,0.00495848897844553,-0.0009096467983908951,-0.0040487260557711124,8.218917846679688,8.038969993591309,9.340680122375488,7.277104377746582
dadgp,8,0.33495986461639404,0.32807493209838867,0.3369651436805725,0.0018720721127465367,-0.007746053859591484,0.005874003283679485,7.849287033081055,7.661525249481201,8.932411193847656,6.953925609588623
dadgp,9,0.33478450775146484,0.3287947177886963,0.33642080426216125,-0.007096327841281891,0.00034496875014156103,0.006751492153853178,7.551790237426758,7.365889072418213,8.639368057250977,6.650112152099609
dadgp,10,0.33449113368988037,0.32911214232444763,0.3363967537879944,0.001043009920977056,0.0032385168597102165,-0.004281527828425169,7.387179374694824,7.175899028778076,8.48425579071045,6.501382350921631
dadgp,11,0.334330290555954,0.3299623131752014,0.335707426071167,-0.0006375287193804979,-0.006589561700820923,0.007227085996419191,7.0985894203186035,6.87404727935791,8.139178276062012,6.282541751861572
dadgp,12,0.33369553089141846,0.33132416009902954,0.3349802792072296,0.0058838846161961555,-0.0076392595656216145,0.0017553174402564764,6.873008728027344,6.657397747039795,7.844523906707764,6.117104530334473
dadgp,13,0.3330881595611572,0.33306702971458435,0.3338448405265808,0.0008719504112377763,-0.007255357690155506,0.006383372936397791,6.709656715393066,6.5002899169921875,7.681370735168457,5.9473090171813965
dadgp,14,0.33274340629577637,0.33397945761680603,0.3332771360874176,-0.0025531102437525988,0.007771536707878113,-0.005218503996729851,6.5403947830200195,6.317869663238525,7.4883575439453125,5.8149566650390625
dadgp,15,0.33255085349082947,0.3350173532962799,0.3324317932128906,-0.0011704990174621344,-0.0029991576448082924,0.004169829655438662,6.4059553146362305,6.2036566734313965,7.352758884429932,5.661448955535889
dadgp,16,0.33249711990356445,0.3353680968284607,0.33213481307029724,-0.0017427046550437808,0.007564353756606579,-0.005821641068905592,6.229738712310791,6.030270576477051,7.106095790863037,5.552848815917969
dadgp,17,0.3323485553264618,0.33523884415626526,0.3324126601219177,0.0007943179225549102,0.006360386963933706,-0.007154641207307577,6.109432697296143,5.914353847503662,6.95112943649292,5.462813854217529
dadgp,18,0.3322158753871918,0.3348938226699829,0.3328903019428253,-0.00017118710093200207,0.0032996947411447763,-0.00312872976064682,5.931882858276367,5.737520217895508,6.747268199920654,5.310859203338623
dadgp,19,0.3317670226097107,0.3350686728954315,0.3331642746925354,0.004058356396853924,-0.006738460157066584,0.0026800965424627066,5.827574729919434,5.652766227722168,6.5708513259887695,5.259106636047363
dadgp,20,0.33146271109580994,0.33527618646621704,0.3332611322402954,-0.001108837779611349,-0.0007968819118104875,0.001905815675854683,5.74307918548584,5.577049732208252,6.427506923675537,5.224679470062256
dadgp,21,0.33118656277656555,0.33515408635139465,0.333659291267395,-0.00021899945568293333,0.004505573771893978,-0.004286438692361116,5.6419677734375,5.480416297912598,6.302410125732422,5.143075466156006
dadgp,22,0.3308202922344208,0.3347877860069275,0.33439192175865173,0.0011285454966127872,0.003912266343832016,-0.005040763411670923,5.577720642089844,5.417636871337891,6.227056980133057,5.088468074798584
dadgp,23,0.3304691016674042,0.33476781845092773,0.33476313948631287,0.0004241078859195113,-0.004485617391765118,0.004061421379446983,5.501214981079102,5.357987880706787,6.06376838684082,5.081888198852539
dadgp,24,0.33023175597190857,0.3349741995334625,0.3347940742969513,-0.0007391372346319258,-0.003361572278663516,0.004100612364709377,5.449207305908203,5.313795566558838,5.987687110900879,5.046139240264893
dadgp,25,0.33003735542297363,0.3349907398223877,0.33497190475463867,-0.00033838555100373924,0.002456720918416977,-0.0021183567587286234,5.376595497131348,5.248532772064209,5.869593143463135,5.011660099029541
dadgp,26,0.32989832758903503,0.3348790109157562,0.33522266149520874,-0.00048625640920363367,0.0017774523003026843,-0.001291173044592142,5.343869209289551,5.219983100891113,5.7878851890563965,5.023738861083984
dadgp,27,0.32977133989334106,0.3348248600959778,0.33540377020835876,3.293919507996179e-05,-0.0006763492710888386,0.0006433844100683928,5.284694671630859,5.168656826019287,5.690521240234375,4.994905948638916
dadgp,28,0.32968053221702576,0.3346636891365051,0.33565574884414673,-0.00032941196695901453,0.0015439910348504782,-0.0012145611690357327,5.25437593460083,5.141355037689209,5.63232946395874,4.989443302154541
dadgp,29,0.32958173751831055,0.33450841903686523,0.335909903049469,0.00016113596211653203,0.00013794229016639292,-0.0002990610955748707,5.206230640411377,5.10385799407959,5.559146404266357,4.955687522888184
dadgp,30,0.32949528098106384,0.334389328956604,0.33611539006233215,-2.3248689103638753e-05,-0.00031224064878188074,0.0003355513035785407,5.169313430786133,5.065769195556641,5.52559232711792,4.91657829284668
dadgp,31,0.3294217586517334,0.3344377279281616,0.336140513420105,4.355069904704578e-05,-0.0021347219590097666,0.0020911863539367914,5.137643814086914,5.050197601318359,5.437769889831543,4.924963474273682
dadgp,32,0.3292433023452759,0.3346409201622009,0.3361158072948456,0.0012129392707720399,-0.0020185792818665504,0.0008056720835156739,5.118124485015869,5.0367045402526855,5.4079132080078125,4.909755706787109
dadgp,33,0.3290921747684479,0.33477234840393066,0.33613550662994385,-0.00014306206139735878,0.000699467898812145,-0.0005564639577642083,5.057783126831055,4.978645324707031,5.3187689781188965,4.87593412399292
dadgp,34,0.32893845438957214,0.3349111080169678,0.3361504375934601,0.0001684428279986605,-0.00023337079619523138,6.491249951068312e-05,5.051491737365723,4.9746928215026855,5.339038848876953,4.8407440185546875
dadgp,35,0.3288334906101227,0.33496397733688354,0.33620256185531616,-0.00038080758531577885,0.0009178902255371213,-0.0005370835424400866,4.986285209655762,4.922400951385498,5.201521396636963,4.834932804107666
dadgp,36,0.3286955952644348,0.33469778299331665,0.3366066515445709,0.00023316676379181445,0.004139701835811138,-0.004372851457446814,4.971271514892578,4.913894176483154,5.141883850097656,4.858035564422607
dadgp,37,0.3285810947418213,0.33445435762405396,0.33696454763412476,-0.00010600472887745127,3.3708265618770383e-06,0.00010265113087370992,4.928499698638916,4.875220775604248,5.1117753982543945,4.798502445220947
dadgp,38,0.32848894596099854,0.3341449499130249,0.33736616373062134,-0.0001643891737330705,0.0011085208971053362,-0.0009441650472581387,4.8977813720703125,4.852370738983154,5.033717632293701,4.807254314422607
dadgp,39,0.32840314507484436,0.3338606357574463,0.33773618936538696,1.4405216461454984e-05,3.4959983167937025e-05,-4.9293794290861115e-05,4.871780872344971,4.829805850982666,5.014782905578613,4.770753383636475
dadgp,40,0.3283192813396454,0.3336094617843628,0.3380712866783142,5.5796688684495166e-05,-8.790528954705223e-05,3.2133146305568516e-05,4.844278335571289,4.813791751861572,4.947812557220459,4.7712297439575195
dadgp,41,0.3282593786716461,0.33336418867111206,0.3383764922618866,-0.00015896082913968712,0.0001913430605782196,-3.236625707359053e-05,4.809015274047852,4.784788131713867,4.898435115814209,4.74382209777832
dadgp,42,0.3282231390476227,0.3330887258052826,0.3386881351470947,-0.00019538945343811065,0.0006203769589774311,-0.0004249291669111699,4.773950576782227,4.7501959800720215,4.881667613983154,4.689988136291504
dadgp,43,0.328177809715271,0.3328131139278412,0.3390091359615326,9.527139627607539e-05,0.000315800221869722,-0.00041113392217084765,4.725132465362549,4.70310640335083,4.825682640075684,4.646607875823975
dadgp,44,0.3280024230480194,0.33256223797798157,0.339435338973999,0.0011815159814432263,0.00013779784785583615,-0.0013193553313612938,4.693110466003418,4.667317867279053,4.834737300872803,4.57727575302124
dadgp,45,0.32787027955055237,0.33231121301651,0.33981853723526,-0.00025129210553132,0.00024626089725643396,5.007888375985203e-06,4.649614334106445,4.62347936630249,4.79074239730835,4.534620761871338
dadgp,46,0.32776322960853577,0.3322058618068695,0.34003087878227234,-4.583111513056792e-05,-0.0014524515718221664,0.001498218160122633,4.586140155792236,4.576732158660889,4.7038254737854,4.477862358093262
dadgp,47,0.32766619324684143,0.3320913016796112,0.34024250507354736,-1.2452691407816019e-05,0.00021734257461503148,-0.00020488962763920426,4.577296257019043,4.558499336242676,4.723580360412598,4.449809551239014
dadgp,48,0.3276299238204956,0.3317379057407379,0.3406321704387665,-0.0005781701183877885,0.002841170411556959,-0.002262998605147004,4.541690826416016,4.544502258300781,4.6266045570373535,4.453965663909912
dadgp,49,0.327582448720932,0.33155834674835205,0.34085920453071594,0.00019908355898223817,-0.0016033517895266414,0.001404266688041389,4.5027337074279785,4.514775276184082,4.587615966796875,4.405808925628662
dadgp,50,0.32751286029815674,0.3314715027809143,0.34101560711860657,0.0002611984091345221,-0.0008429281297139823,0.0005817043129354715,4.454115867614746,4.467130184173584,4.52338171005249,4.371836185455322
dadgp,51,0.3274625241756439,0.33126041293144226,0.3412770628929138,-0.00017822817608248442,0.0014812876470386982,-0.0013030905975028872,4.454204082489014,4.467513561248779,4.54489278793335,4.350205421447754
dadgp,52,0.3273563086986542,0.3309948146343231,0.3416489064693451,0.0004539688234217465,0.0008857343927957118,-0.0013396767899394035,4.41563606262207,4.413607120513916,4.522120952606201,4.311180114746094
dadgp,53,0.32729315757751465,0.3306730389595032,0.3420337438583374,-0.00031500592012889683,0.0008660273160785437,-0.0005510732880793512,4.362765312194824,4.3699564933776855,4.436128616333008,4.282210826873779
dadgp,54,0.32726559042930603,0.3304669260978699,0.3422674536705017,-0.00019331391376908869,-0.0009727093274705112,0.0011661301832646132,4.343193054199219,4.344507694244385,4.429520606994629,4.255549907684326
dadgp,55,0.3272725045681,0.3301965296268463,0.3425309658050537,-0.0003004732134286314,0.0008809808641672134,-0.0005805632099509239,4.292957782745361,4.299196720123291,4.354674339294434,4.225002288818359
dadgp,56,0.32727527618408203,0.3300386071205139,0.34268611669540405,7.452390127582476e-05,-0.0009442674345336854,0.000869797368068248,4.278376579284668,4.276075839996338,4.3480353355407715,4.21101713180542
